,Thi_layer_P,Six_layer_P,Last_layer,PProb_thi,PProb_six,PProb_las,True_labels
14904,1,1,1,0.50476074,0.73074,0.8730156,2
14905,1,0,0,0.50635314,0.62722474,0.56735796,2
14906,1,1,1,0.65294963,0.9145751,0.9505014,2
14907,1,1,1,0.60470176,0.759617,0.8603761,2
14908,1,1,1,0.5311691,0.8445279,0.9182765,2
14909,1,1,1,0.59156036,0.7837336,0.7759105,2
14910,1,1,1,0.545421,0.7882364,0.8380682,2
14911,1,1,1,0.5152883,0.70525616,0.77307105,2
14912,1,1,1,0.625295,0.77586323,0.8929062,2
14913,1,1,1,0.5463487,0.5308701,0.59724015,2
14914,1,1,1,0.5261074,0.69140774,0.64364445,2
14915,1,0,0,0.557355,0.6760566,0.65263146,2
14916,1,0,1,0.5411636,0.56779987,0.6042655,2
14917,1,1,1,0.5519957,0.669774,0.7719002,2
14918,1,1,1,0.56300694,0.87240595,0.93257844,2
14919,1,1,1,0.5929126,0.81934434,0.9199788,2
14920,1,1,1,0.56743854,0.8203211,0.9290934,2
14921,1,0,0,0.5388844,0.68074304,0.7052721,2
14922,1,1,1,0.62471265,0.8138977,0.8497044,2
14923,1,0,1,0.55174494,0.50649655,0.68795824,2
14924,1,1,1,0.5972295,0.8171371,0.90589315,2
14925,1,1,1,0.5212771,0.5514746,0.7942333,2
14926,1,1,1,0.55358386,0.73385775,0.8717386,2
14927,1,1,1,0.5748722,0.77192605,0.86224025,2
14928,1,1,1,0.55647606,0.6994026,0.870425,2
14929,1,1,1,0.59368294,0.8482817,0.9276527,2
14930,1,1,1,0.5208536,0.7627698,0.713807,2
14931,1,1,1,0.56266093,0.5825331,0.67798996,2
14932,0,0,1,0.51513195,0.5594814,0.5870976,2
14933,0,0,0,0.5055429,0.60809916,0.5965657,2
14934,1,1,1,0.5092294,0.7048735,0.6447252,2
14935,1,1,1,0.5834045,0.6828587,0.6308404,2
14936,1,0,0,0.51900256,0.64055765,0.6200866,2
14937,1,1,1,0.5116597,0.79323673,0.79843056,2
14938,1,1,1,0.5472097,0.8154168,0.85402817,2
14939,1,1,1,0.54249203,0.5513981,0.7942997,2
14940,1,1,1,0.5185003,0.5878633,0.64118254,2
14941,1,1,1,0.579447,0.7910397,0.9052487,2
14942,1,1,1,0.6255113,0.8405663,0.89589626,2
14943,1,1,1,0.5440033,0.68682843,0.8209065,2
14944,1,1,1,0.5557443,0.76957655,0.9153186,2
14945,1,1,1,0.55205345,0.6665873,0.6696309,2
14946,1,1,1,0.5654145,0.75803715,0.84391785,2
14947,1,1,1,0.5381532,0.80046904,0.8921711,2
14948,1,0,0,0.50669223,0.738531,0.7475305,2
14949,1,1,1,0.56219625,0.77039576,0.8178654,2
14950,1,0,0,0.5195049,0.69029844,0.710329,2
14951,1,0,0,0.5062886,0.5557704,0.69775665,2
14952,1,0,1,0.5313557,0.5446384,0.56827176,2
14953,1,1,1,0.5618945,0.7645516,0.8707798,2
14954,1,1,1,0.53429484,0.8001222,0.8307656,2
14955,1,1,1,0.5589115,0.71926403,0.8280201,2
14956,0,0,0,0.52345365,0.7777718,0.8086462,2
14957,0,0,0,0.5243489,0.836981,0.8226668,2
14958,0,0,0,0.5025801,0.77943563,0.7506247,2
14959,1,1,1,0.5120088,0.6975136,0.7673052,2
14960,0,1,1,0.50099474,0.59690833,0.8306363,2
14961,1,1,1,0.5800904,0.77136743,0.8973037,2
14962,1,1,1,0.51193035,0.7227868,0.749441,2
14963,1,1,1,0.5652706,0.812243,0.87543976,2
14964,1,1,1,0.52203095,0.5399798,0.7696067,2
14965,1,1,1,0.5214986,0.575427,0.6297388,2
14966,0,1,0,0.5104857,0.5145485,0.7001054,2
14967,1,1,1,0.57315236,0.73449594,0.8513629,2
14968,0,0,0,0.52223957,0.5972094,0.5199019,2
14969,1,1,1,0.5540011,0.6095881,0.6245411,2
14970,1,1,1,0.52069664,0.5763439,0.6067555,2
14971,0,0,1,0.51814693,0.5260825,0.55998737,2
14972,1,0,0,0.5191325,0.7654999,0.63828707,2
14973,1,1,1,0.551185,0.72605205,0.868466,2
14974,0,1,1,0.52284086,0.59100264,0.7460217,2
14975,1,1,1,0.5268857,0.70267725,0.8070752,2
14976,1,1,1,0.5478148,0.5802054,0.61195356,2
14977,1,1,1,0.58687574,0.6664254,0.67221934,2
14978,1,1,1,0.5658231,0.8489164,0.8811541,2
14979,1,1,1,0.56227964,0.88446337,0.94614005,2
14980,0,0,1,0.50494736,0.54237056,0.6582174,2
14981,1,0,0,0.51044095,0.7386692,0.5387194,2
14982,1,1,1,0.5603854,0.83792055,0.90247947,2
14983,1,1,1,0.55223066,0.62964934,0.74249834,2
14984,1,0,0,0.5095036,0.6196688,0.6310161,2
14985,1,1,1,0.53727895,0.63952035,0.65978914,2
14986,1,1,1,0.56763476,0.77290547,0.8388343,2
14987,1,1,1,0.5120688,0.5320652,0.5307388,2
14988,0,0,0,0.5340805,0.74972105,0.7621947,2
14989,0,0,1,0.5262861,0.5561371,0.6241515,2
14990,1,1,0,0.5301666,0.5676099,0.5050538,2
14991,1,1,1,0.5222998,0.5883193,0.5073273,2
14992,1,1,1,0.608597,0.87947387,0.9442162,2
14993,1,1,1,0.5414871,0.7220564,0.773698,2
14994,1,1,1,0.5420155,0.62185305,0.54812586,2
14995,1,1,0,0.51782715,0.5860689,0.5519065,2
14996,1,1,1,0.61607486,0.8214401,0.9399526,2
14997,1,1,0,0.5514112,0.65096474,0.50281847,2
14998,0,0,0,0.5182057,0.71943486,0.7932531,2
14999,1,1,1,0.53503716,0.79785496,0.9041772,2
15000,1,1,1,0.5238921,0.73271817,0.73109204,2
15001,1,1,1,0.5318784,0.73121977,0.71893793,2
15002,0,0,1,0.5209348,0.58695513,0.53541684,2
15003,1,1,1,0.51506317,0.6433943,0.683259,2
15004,1,1,1,0.5163693,0.6875875,0.7430984,2
15005,1,1,1,0.5854722,0.6849188,0.77411646,2
15006,1,1,1,0.53136414,0.6624148,0.6412622,2
15007,1,1,1,0.55725265,0.85571414,0.8763596,2
15008,0,0,0,0.51030934,0.51313144,0.5360337,2
15009,1,1,1,0.5686389,0.7608481,0.81112546,2
15010,1,1,1,0.55374885,0.8292767,0.92708653,2
15011,0,0,0,0.5138399,0.6567285,0.8090011,2
15012,0,1,0,0.50478226,0.6081676,0.5441752,2
15013,0,0,0,0.5196089,0.77358645,0.769774,2
15014,1,0,0,0.5574338,0.5121079,0.66763234,2
15015,1,0,0,0.50242585,0.7261271,0.7581129,2
15016,1,1,1,0.5559586,0.8184193,0.9351993,2
15017,0,0,0,0.51554376,0.87359786,0.8990104,2
15018,0,1,1,0.5292138,0.5559961,0.63400275,2
15019,1,1,1,0.6359592,0.9407819,0.9697111,2
15020,1,1,1,0.5205437,0.6722975,0.85766244,2
15021,0,1,1,0.50903004,0.5503479,0.6733134,2
15022,1,1,1,0.5358114,0.62119985,0.83103263,2
15023,0,0,0,0.5087081,0.5402888,0.5580885,2
15024,1,1,1,0.57492316,0.81682074,0.9076709,2
15025,1,1,1,0.54820794,0.8710028,0.92306286,2
15026,1,0,0,0.53339267,0.7819767,0.79240984,2
15027,1,1,1,0.5747033,0.75480485,0.9007625,2
15028,1,1,1,0.53952175,0.6814338,0.767296,2
15029,1,0,0,0.53730357,0.5922593,0.5356638,2
15030,1,1,1,0.54180425,0.50682795,0.5653202,2
15031,1,1,1,0.60548764,0.7829033,0.88745,2
15032,1,1,1,0.5949226,0.89377683,0.9336558,2
15033,0,0,0,0.5098712,0.7002709,0.7596362,2
15034,1,1,1,0.52904075,0.5762492,0.73188055,2
15035,1,1,1,0.58199745,0.7428254,0.8391713,2
15036,1,1,1,0.5136211,0.5837736,0.6525102,2
15037,1,1,1,0.5614233,0.5377226,0.5254216,2
15038,1,0,0,0.5007605,0.72056353,0.7573912,2
15039,1,1,1,0.53922224,0.83004177,0.9038612,2
15040,1,1,1,0.5176324,0.6148085,0.6599891,2
15041,1,1,1,0.56499165,0.7749392,0.82300836,2
15042,1,1,1,0.5179446,0.60048795,0.67714,2
15043,1,1,1,0.5152589,0.6702657,0.7765126,2
15044,1,1,1,0.5267586,0.7487474,0.8111365,2
15045,0,0,0,0.5276129,0.86523145,0.90205437,2
15046,1,1,1,0.52704483,0.5564113,0.6030072,2
15047,1,1,1,0.5399877,0.6713917,0.81008077,2
15048,1,0,0,0.5259835,0.50959814,0.5178669,2
15049,1,0,0,0.5092763,0.7503316,0.7528461,2
15050,0,1,1,0.50757086,0.6830599,0.7477381,2
15051,1,1,1,0.5540877,0.72822565,0.7235006,2
15052,0,0,0,0.5391552,0.6280641,0.57944965,2
15053,1,1,1,0.59305936,0.80679846,0.89033294,2
15054,1,0,0,0.50980246,0.8863077,0.87388355,2
15055,1,1,1,0.50698084,0.6081905,0.718368,2
15056,0,0,0,0.5312218,0.849403,0.8443512,2
15057,1,0,0,0.507699,0.6371841,0.7543085,2
15058,0,0,0,0.525741,0.6757499,0.6298709,2
15059,0,0,0,0.52582276,0.8349321,0.8086487,2
15060,0,0,0,0.5442445,0.8575988,0.7301822,2
15061,1,1,1,0.5797798,0.7814783,0.68583536,2
15062,1,1,1,0.5444088,0.7920327,0.8492981,2
15063,1,1,1,0.61199915,0.8732371,0.94903475,2
15064,1,1,1,0.57624984,0.8766093,0.93524736,2
15065,0,0,0,0.5055553,0.5103581,0.5386687,2
15066,0,1,1,0.5007733,0.6318142,0.7929737,2
15067,0,0,0,0.5272598,0.7135729,0.6199131,2
15068,1,1,1,0.6048154,0.8046246,0.76592267,2
15069,0,0,0,0.5150164,0.7807051,0.8196206,2
15070,1,1,1,0.6408757,0.9309428,0.9715169,2
15071,1,0,1,0.522681,0.52232534,0.56960076,2
15072,1,0,0,0.50918496,0.6869264,0.64914143,2
15073,0,0,0,0.50199133,0.6787377,0.81474036,2
15074,0,0,0,0.5144517,0.8109716,0.81117004,2
15075,1,0,0,0.5387451,0.7277781,0.7917104,2
15076,1,1,1,0.5144191,0.6222759,0.6523099,2
15077,1,1,1,0.6048666,0.9034799,0.9498952,2
15078,1,1,1,0.56688845,0.89506644,0.94500965,2
15079,1,1,1,0.60155857,0.7821344,0.855177,2
15080,0,0,0,0.50449306,0.6432254,0.7584752,2
15081,0,1,1,0.51330715,0.63524395,0.64536685,2
15082,1,0,1,0.5254419,0.5313698,0.60865307,2
15083,1,1,1,0.5809676,0.78486556,0.79471314,2
15084,1,1,1,0.57101226,0.63321227,0.78494537,2
15085,1,1,1,0.51014906,0.55711913,0.5440513,2
15086,1,1,1,0.5299762,0.73875,0.8372305,2
15087,0,0,0,0.50354356,0.75323164,0.81204367,2
15088,1,1,1,0.51209396,0.5441264,0.60483557,2
15089,1,1,1,0.63365597,0.8399699,0.9171455,2
15090,1,0,0,0.51751703,0.66808766,0.6406435,2
15091,1,0,0,0.5488942,0.5983122,0.726679,2
15092,1,1,1,0.5437939,0.7428232,0.84211594,2
15093,1,1,1,0.5339891,0.6658954,0.72809196,2
15094,1,0,0,0.5007838,0.6672531,0.5000275,2
15095,1,0,1,0.5044829,0.5827648,0.588397,2
15096,1,0,0,0.51397485,0.6965126,0.6721464,2
15097,1,1,1,0.535442,0.5572891,0.67251694,2
15098,1,1,1,0.5064254,0.6357357,0.80978423,2
15099,1,1,1,0.54892725,0.88263863,0.89005655,2
15100,0,0,0,0.50526154,0.69779533,0.7766866,2
15101,0,0,0,0.52180314,0.78894955,0.81061935,2
15102,1,1,1,0.5647193,0.55214643,0.5915979,2
15103,1,1,1,0.54373515,0.7919783,0.8574463,2
15104,0,0,0,0.5367979,0.70199543,0.7077034,2
15105,1,1,1,0.5755127,0.6179728,0.7149818,2
15106,1,1,1,0.55027086,0.5965226,0.60261166,2
15107,1,0,0,0.50085735,0.5139525,0.6187238,2
15108,0,0,0,0.51114225,0.72097784,0.7517192,2
15109,1,1,1,0.56460214,0.87652045,0.93329227,2
15110,1,1,1,0.5103093,0.62582916,0.66595364,2
15111,1,1,1,0.58667624,0.832195,0.89329565,2
15112,1,0,1,0.5137149,0.54561806,0.50988364,2
15113,1,1,1,0.5395144,0.5003626,0.7464363,2
15114,0,1,1,0.5028669,0.71719885,0.60576713,2
15115,1,1,1,0.53452796,0.7305927,0.6575779,2
15116,0,1,0,0.50222456,0.5262365,0.5551403,2
15117,1,1,1,0.56495816,0.64317846,0.7197152,2
15118,0,1,1,0.5206303,0.6050081,0.729627,2
15119,1,1,1,0.5484671,0.7601798,0.8571715,2
15120,1,0,1,0.5325205,0.55168116,0.5562926,2
15121,1,0,1,0.5493521,0.6021332,0.56430304,2
15122,1,0,0,0.5303698,0.72320646,0.7168358,2
15123,1,1,1,0.56174505,0.8809314,0.9109865,2
15124,0,0,0,0.51948726,0.7617874,0.8349304,2
15125,1,1,1,0.5083621,0.5483245,0.56580216,2
15126,1,1,1,0.52284175,0.704349,0.82439023,2
15127,1,1,1,0.53074694,0.6425444,0.7471659,2
15128,0,1,0,0.5131839,0.54116464,0.6127004,2
15129,1,0,0,0.51694477,0.52232426,0.54354274,2
15130,1,1,0,0.5009279,0.6258318,0.61233723,2
15131,1,1,1,0.5362423,0.606122,0.6458909,2
15132,0,0,0,0.5183768,0.64980876,0.56077856,2
15133,1,1,1,0.50370044,0.7408549,0.8351857,2
15134,1,1,1,0.51518273,0.5354242,0.50297385,2
15135,1,1,1,0.56716704,0.81582236,0.8962561,2
15136,1,1,0,0.5293308,0.50972563,0.5090417,2
15137,1,1,1,0.51942754,0.6914998,0.6667732,2
15138,0,0,0,0.5120636,0.8322916,0.8464185,2
15139,0,1,0,0.50332797,0.56606317,0.5950298,2
15140,0,0,0,0.51773167,0.8365634,0.785202,2
15141,1,1,1,0.5188979,0.6462917,0.68734974,2
15142,1,1,1,0.59346545,0.92199296,0.96269554,2
15143,1,1,1,0.608194,0.7447971,0.82222545,2
15144,0,0,0,0.52011436,0.78970945,0.87168306,2
15145,1,1,1,0.60880625,0.8891805,0.90283024,2
15146,1,0,0,0.5480057,0.7260609,0.6847296,2
15147,0,0,0,0.5461108,0.8100187,0.8274913,2
15148,1,1,1,0.5337238,0.54720044,0.66671944,2
15149,1,1,1,0.51636183,0.7381658,0.8832103,2
15150,1,1,1,0.5619416,0.7752648,0.57127666,2
15151,1,1,1,0.6450211,0.8625315,0.94170415,2
15152,1,1,1,0.59777266,0.829427,0.89995784,2
15153,1,1,1,0.5484684,0.7166643,0.8161233,2
15154,1,1,1,0.5424798,0.65167063,0.71932846,2
15155,1,1,1,0.5215729,0.5912584,0.69691306,2
15156,1,1,1,0.596603,0.92653835,0.9368519,2
15157,1,1,1,0.55185527,0.6107776,0.7394884,2
15158,1,1,1,0.55521214,0.8614084,0.899828,2
15159,1,1,1,0.54697734,0.8581109,0.8926804,2
15160,1,1,1,0.5663761,0.7268933,0.6780617,2
15161,1,1,1,0.6550624,0.83066297,0.879694,2
15162,1,1,1,0.5172087,0.54550606,0.61125666,2
15163,0,0,1,0.5090575,0.51398766,0.61027646,2
15164,1,0,0,0.511686,0.5853127,0.6016862,2
15165,0,0,0,0.5018153,0.70467854,0.63835984,2
15166,1,0,0,0.5089873,0.5016345,0.60407096,2
15167,0,0,0,0.5332979,0.72958004,0.7849682,2
15168,1,0,0,0.53188694,0.6787783,0.5193831,2
15169,1,1,1,0.502616,0.6461899,0.57607263,2
15170,1,1,1,0.5421269,0.7065715,0.7985781,2
15171,1,1,1,0.5800417,0.768072,0.7743554,2
15172,0,0,1,0.5108576,0.74156153,0.5201064,2
15173,1,1,1,0.55662346,0.6828228,0.6991005,2
15174,0,0,1,0.5041524,0.56336427,0.5431695,2
15175,1,1,1,0.5040331,0.6217845,0.72424096,2
15176,1,1,0,0.5039003,0.60355604,0.5588361,2
15177,1,1,1,0.5284381,0.79163617,0.882669,2
15178,1,1,1,0.53045857,0.7838666,0.889002,2
15179,1,1,1,0.5270557,0.52145076,0.6290669,2
15180,1,0,0,0.5436464,0.66705054,0.53905296,2
15181,1,0,0,0.5620136,0.62083197,0.6691717,2
15182,1,1,1,0.5641952,0.84614015,0.87004876,2
15183,1,1,1,0.5362683,0.869489,0.8949927,2
15184,0,0,0,0.5523742,0.7565536,0.81343347,2
15185,1,1,1,0.5349701,0.8185317,0.891758,2
15186,1,1,1,0.54937196,0.6835211,0.7758121,2
15187,1,1,1,0.5488519,0.7859215,0.85845894,2
15188,1,0,0,0.5254123,0.63067764,0.63552195,2
15189,1,1,1,0.61656815,0.8545216,0.9165162,2
15190,1,1,1,0.5310657,0.73349434,0.89550704,2
15191,1,1,1,0.5587206,0.66277796,0.7360458,2
15192,1,1,1,0.54341066,0.84074426,0.9373337,2
15193,1,1,1,0.5729774,0.7396388,0.84056926,2
15194,1,1,0,0.54610646,0.615859,0.5062748,2
15195,1,1,1,0.50666803,0.63622904,0.7879661,2
15196,0,0,0,0.51535416,0.7462636,0.84543306,2
15197,0,0,0,0.518096,0.6607815,0.7201087,2
15198,1,0,0,0.5219913,0.57662696,0.58333224,2
15199,1,1,0,0.5331719,0.5416516,0.50452703,2
15200,1,1,1,0.55050224,0.7147495,0.7503964,2
15201,1,0,1,0.5114252,0.61087865,0.5428434,2
15202,1,0,0,0.50212127,0.61383396,0.6451206,2
15203,1,0,0,0.51223135,0.70189995,0.7881299,2
15204,1,1,1,0.5211794,0.6120718,0.73650974,2
15205,1,1,1,0.56917787,0.820899,0.84787935,2
15206,0,0,0,0.51522785,0.5384699,0.57346463,2
15207,1,1,1,0.6420298,0.8333273,0.8852667,2
15208,1,1,1,0.5078097,0.6538855,0.7740984,2
15209,1,1,1,0.50659794,0.7573948,0.8757127,2
15210,1,1,1,0.5680172,0.730105,0.76399934,2
15211,1,1,1,0.5570444,0.7478011,0.8708923,2
15212,1,1,1,0.5294171,0.6978645,0.7971998,2
15213,1,1,1,0.5473494,0.74180996,0.85409594,2
15214,1,1,1,0.5472125,0.8822631,0.9157737,2
15215,1,0,0,0.52184427,0.69495046,0.7855033,2
15216,0,0,0,0.5269668,0.6866964,0.7047674,2
15217,1,1,1,0.56306046,0.83420146,0.89416295,2
15218,1,1,1,0.5281696,0.666395,0.8332524,2
15219,0,1,1,0.5017639,0.7271244,0.76918715,2
15220,1,1,1,0.53536314,0.7488128,0.7701949,2
15221,1,1,1,0.5364392,0.6539987,0.57888246,2
15222,1,1,1,0.5932961,0.7672972,0.9007381,2
15223,1,1,1,0.6130388,0.81362855,0.9044859,2
15224,1,0,0,0.50464827,0.5966301,0.7844042,2
15225,1,1,1,0.5506656,0.72831154,0.80008036,2
15226,1,1,1,0.59698653,0.90375996,0.90334594,2
15227,1,1,1,0.5670862,0.881966,0.9397707,2
15228,1,1,1,0.516198,0.7243396,0.6269845,2
15229,1,1,1,0.57372135,0.819982,0.91769934,2
15230,0,0,0,0.5374399,0.81180346,0.87104774,2
15231,1,0,0,0.5232159,0.5547537,0.5969761,2
15232,1,1,1,0.5858606,0.6943427,0.81494755,2
15233,1,1,1,0.5573661,0.7883703,0.86879385,2
15234,1,1,1,0.56368154,0.80026907,0.91087645,2
15235,1,1,1,0.58727646,0.8107654,0.8633586,2
15236,1,1,1,0.57057655,0.75251055,0.78852224,2
15237,1,1,1,0.56036144,0.7279785,0.8868884,2
15238,1,1,1,0.5993639,0.73836225,0.8372046,2
15239,0,0,0,0.5317991,0.8315597,0.89306724,2
15240,1,1,1,0.50726163,0.7098707,0.8103296,2
15241,1,0,0,0.54921436,0.6536375,0.5051225,2
15242,1,1,1,0.58697426,0.76124454,0.88926005,2
15243,1,1,1,0.5338809,0.751707,0.8473898,2
15244,1,0,1,0.5106045,0.5007415,0.5057613,2
15245,1,1,1,0.61370844,0.791346,0.86314636,2
15246,1,1,1,0.54615766,0.65637475,0.6361579,2
15247,1,1,1,0.534839,0.7942749,0.8301047,2
15248,1,1,1,0.54644555,0.6091181,0.63364464,2
15249,1,0,0,0.51909786,0.57328725,0.5311871,2
15250,1,1,1,0.5556175,0.7849951,0.91745913,2
15251,1,0,1,0.5181753,0.68484724,0.5307351,2
15252,1,0,0,0.5127157,0.574731,0.5722958,2
15253,1,1,1,0.57137746,0.7203529,0.6553158,2
15254,1,1,1,0.57807827,0.78247166,0.8700016,2
15255,1,1,1,0.57143605,0.8802205,0.93332165,2
15256,1,1,1,0.50097936,0.71076274,0.7829751,2
15257,0,0,0,0.5176744,0.53715056,0.5288617,2
15258,1,1,1,0.5809302,0.7316327,0.8482348,2
15259,1,1,1,0.57739997,0.8646047,0.9354909,2
15260,1,1,1,0.5820754,0.72929376,0.8594993,2
15261,1,1,1,0.59603864,0.8184385,0.82743126,2
15262,0,0,0,0.5218156,0.811793,0.85599595,2
15263,1,1,1,0.5589898,0.63883626,0.82774115,2
15264,1,0,1,0.505976,0.5301416,0.5088227,2
15265,0,0,0,0.5374812,0.7537382,0.78960955,2
15266,1,1,1,0.52441436,0.7430607,0.77753407,2
15267,1,1,1,0.59727925,0.78229946,0.82178646,2
15268,0,0,0,0.55737376,0.75738037,0.69754994,2
15269,1,1,1,0.59495145,0.6802563,0.6111834,2
15270,0,0,0,0.5260151,0.75071025,0.76113796,2
15271,1,1,1,0.5575005,0.71642804,0.6912072,2
15272,1,0,1,0.5238147,0.53584903,0.6498872,2
15273,1,1,1,0.522838,0.58655745,0.6614696,2
15274,1,0,1,0.51638234,0.5164487,0.5131831,2
15275,1,1,1,0.59749454,0.8405981,0.89759654,2
15276,1,1,1,0.5743635,0.8361101,0.9427024,2
15277,1,1,1,0.5645191,0.7883337,0.805221,2
15278,1,1,1,0.57383347,0.8410083,0.9232832,2
15279,1,1,1,0.5447617,0.6916871,0.80419976,2
15280,1,0,1,0.50697964,0.549525,0.54443365,2
15281,1,1,1,0.5308687,0.6924711,0.8789762,2
15282,1,1,1,0.5721864,0.83273274,0.8848066,2
15283,1,1,1,0.57662666,0.77327824,0.9140992,2
15284,0,0,1,0.50416565,0.521624,0.6561321,2
15285,1,0,1,0.5236674,0.50246114,0.5714473,2
15286,1,1,1,0.5026674,0.719499,0.638131,2
15287,1,1,1,0.51981735,0.65829515,0.76750654,2
15288,1,1,1,0.52435964,0.6862182,0.61999846,2
15289,0,1,0,0.5061604,0.56496984,0.5055998,2
15290,1,1,1,0.5888504,0.84210867,0.87054735,2
15291,1,1,1,0.5906853,0.87661386,0.9504954,2
15292,1,0,0,0.5013975,0.5886849,0.55776346,2
15293,1,1,1,0.51950556,0.6648865,0.7845051,2
15294,1,0,1,0.50775206,0.5404578,0.5909646,2
15295,0,1,0,0.5048764,0.57257783,0.65346956,2
15296,1,1,1,0.60545707,0.8227034,0.8919396,2
15297,1,1,1,0.5389863,0.6299658,0.6613485,2
15298,1,1,1,0.5324548,0.644022,0.55145067,2
15299,1,1,1,0.5565957,0.5645708,0.5467739,2
15300,1,1,1,0.5631601,0.8023211,0.88759786,2
15301,0,0,0,0.5276084,0.71158254,0.6366897,2
15302,1,1,1,0.5159946,0.5222602,0.6226676,2
15303,0,1,1,0.51697594,0.51659054,0.644694,2
15304,0,0,0,0.5220053,0.6199585,0.7225912,2
15305,1,1,1,0.5465787,0.8267062,0.8267181,2
15306,1,1,1,0.6116915,0.73526794,0.822473,2
15307,1,0,0,0.53017074,0.5199158,0.6115476,2
15308,0,0,0,0.5474191,0.6326815,0.7221176,2
15309,1,0,0,0.51428723,0.6921511,0.80814123,2
15310,1,1,1,0.55236727,0.7880015,0.8196778,2
15311,1,1,1,0.54747194,0.7337968,0.8894951,2
15312,1,1,1,0.51638377,0.59598494,0.7216202,2
15313,1,1,1,0.55060065,0.76013184,0.86813986,2
15314,1,1,1,0.55947363,0.769743,0.84137976,2
15315,1,1,1,0.57019866,0.6523274,0.6449599,2
15316,1,1,1,0.5179212,0.7752223,0.8097246,2
15317,1,1,1,0.55905914,0.81634647,0.8755777,2
15318,1,1,1,0.5390362,0.8101952,0.8965088,2
15319,1,1,1,0.542626,0.64146084,0.8155028,2
15320,1,1,1,0.5830842,0.7311877,0.8406853,2
15321,1,1,1,0.5822508,0.73468447,0.82372963,2
15322,1,1,1,0.52716184,0.69609505,0.70415527,2
15323,0,0,0,0.5130202,0.5221386,0.5414451,2
15324,1,1,1,0.52123666,0.5986924,0.72060716,2
15325,1,1,0,0.519296,0.6289666,0.54687524,2
15326,1,1,1,0.5607546,0.7379832,0.8477198,2
15327,1,1,1,0.5287877,0.58480877,0.64224064,2
15328,1,1,1,0.50109124,0.546554,0.70546013,2
15329,1,1,1,0.5213391,0.57954955,0.6203202,2
15330,1,1,1,0.5207427,0.8302921,0.7985863,2
15331,1,1,1,0.5441942,0.6263542,0.6501384,2
15332,1,1,1,0.5254076,0.7516195,0.7753416,2
15333,1,1,1,0.5292797,0.6647759,0.5969193,2
15334,0,1,0,0.51285684,0.5332073,0.6001983,2
15335,1,1,0,0.5472208,0.6006721,0.5030708,2
15336,1,1,1,0.509857,0.76182556,0.8769238,2
15337,1,0,1,0.5863498,0.5962827,0.5663474,2
15338,1,1,1,0.5492986,0.7129283,0.69265866,2
15339,1,1,1,0.5534085,0.9165831,0.95020735,2
15340,1,1,1,0.55214053,0.77731353,0.75845766,2
15341,1,1,1,0.50146586,0.6932282,0.69903576,2
15342,1,1,1,0.56028855,0.7668221,0.8377537,2
15343,0,1,0,0.50703424,0.5312317,0.5417257,2
15344,1,1,1,0.5543432,0.72352755,0.8493575,2
15345,1,0,1,0.5228398,0.53115815,0.56045574,2
15346,1,1,1,0.5370814,0.59304935,0.7864984,2
15347,1,1,1,0.52309394,0.6734526,0.76845443,2
15348,1,1,1,0.5355861,0.77622926,0.88588446,2
15349,1,1,1,0.5376408,0.84400684,0.93093514,2
15350,1,0,0,0.53550124,0.5523181,0.55209917,2
15351,1,1,1,0.5837483,0.9011888,0.9144699,2
15352,1,0,0,0.54836607,0.76939434,0.85045713,2
15353,0,0,1,0.5000307,0.630942,0.74406767,2
15354,1,1,1,0.6122719,0.8131833,0.9101356,2
15355,1,1,1,0.6038109,0.89154744,0.9330462,2
15356,1,1,1,0.6371482,0.8227617,0.92305315,2
15357,1,1,1,0.5065765,0.55659264,0.6129923,2
15358,1,1,1,0.5693483,0.7305426,0.913597,2
15359,1,1,0,0.5045824,0.5073903,0.51782346,2
15360,1,1,1,0.55446476,0.6999683,0.7020404,2
15361,1,1,1,0.55432546,0.8055215,0.8467336,2
15362,1,1,1,0.5377679,0.6198448,0.78439045,2
15363,1,1,1,0.5173501,0.58774936,0.6352508,2
15364,1,1,1,0.5377695,0.7375551,0.80812746,2
15365,1,0,1,0.5373348,0.5144903,0.61113894,2
15366,1,1,1,0.6005288,0.8764858,0.9278303,2
15367,1,1,1,0.5795886,0.7717649,0.7776646,2
15368,0,0,0,0.5277113,0.8574202,0.88866985,2
15369,1,1,1,0.57204086,0.7452247,0.82918155,2
15370,1,0,0,0.5541416,0.59529513,0.5710173,2
15371,1,1,1,0.5633848,0.9064875,0.95902205,2
15372,1,1,1,0.6145905,0.8761379,0.94422776,2
15373,1,1,1,0.6075329,0.83104795,0.9069548,2
15374,1,0,0,0.50782067,0.76286507,0.5696128,2
15375,0,1,1,0.5014197,0.5183506,0.6476397,2
15376,0,0,0,0.5022489,0.65666115,0.580321,2
15377,1,1,1,0.60297716,0.7368591,0.8860769,2
15378,1,1,1,0.5305818,0.6640418,0.7280775,2
15379,1,1,1,0.5540043,0.63235945,0.8554614,2
15380,1,1,1,0.5385607,0.69101375,0.72652894,2
15381,1,1,0,0.53341794,0.60521436,0.62422395,2
15382,1,0,0,0.5049478,0.6504877,0.57037103,2
15383,1,1,1,0.55623,0.7849652,0.9004694,2
15384,1,0,1,0.54897803,0.5664954,0.61286336,2
15385,1,1,1,0.51954657,0.68977904,0.7534818,2
15386,1,1,1,0.5397166,0.72854924,0.8749452,2
